DeviceName,EntityId,TsYMD,CH2O,PM2.5,PM10,TVOC,CO2,Temperature,Humidity,Radioactivity,Sound,CO,Stink,NO2,H2S,NH3
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 00:01:37,98.0,2.0,4.0,1544.0,591.0,22.0,34.65,0.03,37.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 00:03:37,98.0,2.0,4.0,1544.0,590.0,22.02,34.71,0.0,36.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 00:05:38,98.0,2.0,4.0,1553.0,593.0,23.41,34.74,0.03,43.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 00:07:38,98.0,2.0,3.0,1544.0,595.0,22.04,34.77,0.0,41.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 00:09:38,98.0,2.0,3.0,1566.0,596.0,22.04,34.79,0.03,40.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 00:11:38,99.0,2.0,4.0,1553.0,595.0,24.81,34.82,0.04,41.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 00:13:38,99.0,2.0,4.0,1552.0,597.0,22.06,34.85,0.03,34.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 00:15:38,100.0,2.0,3.0,1572.0,599.0,22.07,34.86,0.05,37.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 00:17:38,100.0,2.0,3.0,1565.0,599.0,22.08,34.91,0.02,35.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 00:19:38,99.0,2.0,3.0,1561.0,597.0,22.08,34.97,0.0,39.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 00:21:38,99.0,2.0,4.0,1572.0,600.0,22.09,35.01,0.0,39.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 00:23:38,100.0,2.0,4.0,1587.0,600.0,22.09,35.02,0.06,37.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 00:25:38,100.0,2.0,4.0,1591.0,603.0,22.1,35.02,0.04,43.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 00:27:38,100.0,2.0,3.0,1576.0,599.0,23.49,35.05,0.0,40.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 00:29:39,100.0,2.0,3.0,1576.0,601.0,24.87,35.07,0.02,41.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 00:31:39,100.0,2.0,3.0,1589.0,602.0,23.49,35.06,0.04,42.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 00:33:39,100.0,2.0,4.0,1612.0,602.0,22.12,35.08,0.0,41.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 00:35:39,100.0,2.0,3.0,1595.0,606.0,22.13,35.1,0.03,41.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 00:37:39,100.0,2.0,3.0,1601.0,606.0,22.15,35.13,0.03,34.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 00:39:39,101.0,2.0,3.0,1611.0,606.0,22.14,35.11,0.05,39.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 00:41:39,101.0,2.0,3.0,1610.0,605.0,23.54,35.14,0.0,41.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 00:43:39,101.0,2.0,4.0,1613.0,605.0,22.16,35.15,0.0,39.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 00:45:39,101.0,2.0,3.0,1652.0,608.0,22.18,35.13,0.06,42.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 00:47:39,101.0,2.0,3.0,1640.0,606.0,22.19,35.18,0.08,38.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 00:49:39,101.0,2.0,4.0,1632.0,607.0,22.18,35.22,0.0,41.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 00:51:39,101.0,2.0,3.0,1670.0,609.0,23.59,35.19,0.03,42.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 00:53:39,101.0,2.0,3.0,1651.0,607.0,23.59,35.24,0.04,39.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 00:55:39,101.0,2.0,4.0,1665.0,609.0,22.23,35.21,0.05,38.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 00:57:39,101.0,2.0,4.0,1679.0,606.0,22.22,35.22,0.06,40.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 00:59:40,101.0,2.0,4.0,1665.0,610.0,23.62,35.26,0.03,43.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 01:01:40,101.0,2.0,3.0,1672.0,610.0,22.24,35.28,0.08,44.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 01:03:40,101.0,2.0,3.0,1683.0,610.0,22.26,35.29,0.0,42.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 01:05:40,102.0,2.0,3.0,1679.0,610.0,23.66,35.32,0.0,44.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 01:07:40,102.0,2.0,3.0,1673.0,607.0,22.28,35.32,0.04,40.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 01:09:40,102.0,2.0,3.0,1686.0,611.0,22.28,35.32,0.14,40.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 01:11:40,102.0,2.0,3.0,1704.0,610.0,22.29,35.34,0.08,41.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 01:13:40,102.0,2.0,3.0,1680.0,612.0,22.3,35.36,0.07,37.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 01:15:40,103.0,2.0,4.0,1702.0,615.0,22.31,35.35,0.03,41.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 01:17:40,103.0,2.0,3.0,1699.0,617.0,22.31,35.35,0.04,37.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 01:19:40,103.0,2.0,3.0,1716.0,614.0,23.71,35.39,0.06,42.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 01:21:40,104.0,2.0,3.0,1699.0,616.0,22.33,35.39,0.03,45.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 01:23:40,104.0,2.0,3.0,1711.0,617.0,22.34,35.41,0.03,37.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 01:25:40,105.0,2.0,3.0,1705.0,615.0,23.72,35.42,0.09,41.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 01:27:41,105.0,2.0,3.0,1720.0,619.0,22.34,35.41,0.0,37.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 01:29:41,106.0,2.0,3.0,1739.0,618.0,22.36,35.42,0.06,40.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 01:31:41,106.0,2.0,3.0,1733.0,618.0,25.12,35.47,0.06,44.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 01:33:41,106.0,2.0,4.0,1712.0,619.0,23.75,35.49,0.02,40.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 01:35:41,106.0,2.0,4.0,1731.0,620.0,23.76,35.51,0.0,45.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 01:37:41,106.0,2.0,3.0,1736.0,622.0,22.39,35.52,0.0,42.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 01:39:41,106.0,2.0,3.0,1740.0,617.0,22.39,35.54,0.07,35.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 01:41:41,106.0,2.0,4.0,1729.0,620.0,22.39,35.56,0.09,39.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 01:43:41,106.0,2.0,3.0,1728.0,619.0,22.4,35.59,0.03,39.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 01:45:41,106.0,2.0,3.0,1730.0,619.0,22.41,35.58,0.07,39.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 01:47:41,106.0,2.0,3.0,1720.0,620.0,23.79,35.62,0.07,41.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 01:49:41,107.0,2.0,4.0,1733.0,620.0,23.81,35.68,0.06,43.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 01:51:41,106.0,2.0,3.0,1735.0,621.0,22.45,35.66,0.03,41.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 01:53:41,107.0,2.0,3.0,1727.0,620.0,25.22,35.64,0.02,32.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 01:55:42,107.0,2.0,3.0,1736.0,620.0,23.86,35.66,0.09,39.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 01:57:42,107.0,2.0,4.0,1743.0,619.0,22.48,35.64,0.08,35.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 01:59:42,107.0,2.0,3.0,1736.0,619.0,22.49,35.66,0.06,43.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 02:01:42,107.0,2.0,3.0,1726.0,622.0,22.49,35.67,0.06,35.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 02:03:42,107.0,2.0,3.0,1756.0,624.0,22.49,35.67,0.06,41.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 02:05:42,107.0,2.0,3.0,1748.0,625.0,23.89,35.69,0.04,42.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-07-13 02:07:42,107.0,2.0,3.0,1763.0,623.0,23.89,35.7,0.0,37.0,0.0,0.0,0.0,0.0,0.0
